Date,CampaignID,CampaignName,Platform,TargetAudience,Impressions,Clicks,Leads,Applications,Enrollments,Cost (₹),Revenue (₹),Region
2024-11-10,AD005,Semester Exchange Program,Instagram,17–21 Age,55161,1674,327,182,93,"₹ 27,683","₹ 419,255",North India
2024-11-11,AD005,Semester Exchange Program,Instagram,25–35 Age,146332,7956,1417,687,389,"₹ 145,599","₹ 1,883,807",East India
2024-11-12,AD005,Semester Exchange Program,Instagram,17–21 Age,283452,10161,2461,1357,599,"₹ 241,562","₹ 2,333,254",East India
2024-11-13,AD005,Semester Exchange Program,Instagram,17–21 Age,266279,21175,3231,1568,646,"₹ 219,965","₹ 2,905,813",East India
2024-11-14,AD005,Semester Exchange Program,Instagram,25–35 Age,126096,4710,786,422,172,"₹ 75,860","₹ 757,099",Pan India
2024-11-15,AD005,Semester Exchange Program,Instagram,22–27 Age,72191,4406,911,578,345,"₹ 56,628","₹ 1,560,935",West India
2024-11-16,AD005,Semester Exchange Program,Instagram,25–35 Age,102772,7546,1445,670,401,"₹ 91,992","₹ 2,282,140",Pan India
2024-11-17,AD005,Semester Exchange Program,Instagram,22–27 Age,110873,5990,1401,803,465,"₹ 86,113","₹ 2,382,488",Pan India
2024-11-18,AD005,Semester Exchange Program,Instagram,17–21 Age,204362,14066,3141,1562,659,"₹ 184,747","₹ 3,568,654",South India
2024-11-19,AD005,Semester Exchange Program,Instagram,17–21 Age,180572,12720,2814,1384,578,"₹ 137,202","₹ 3,495,164",West India
2024-11-20,AD005,Semester Exchange Program,Instagram,25–35 Age,193929,13873,3062,1471,874,"₹ 161,155","₹ 6,776,186",West India
2024-11-21,AD005,Semester Exchange Program,Instagram,25–35 Age,82283,2921,481,235,130,"₹ 76,726","₹ 415,138",North India
2024-11-22,AD005,Semester Exchange Program,Instagram,25–35 Age,192091,11604,2347,1104,643,"₹ 125,058","₹ 4,406,790",West India
2024-11-23,AD005,Semester Exchange Program,Instagram,25–35 Age,65161,2390,561,334,173,"₹ 46,010","₹ 825,434",South India
2024-11-24,AD005,Semester Exchange Program,Instagram,22–27 Age,273486,9563,1760,876,515,"₹ 230,126","₹ 3,733,798",Pan India
2024-11-25,AD005,Semester Exchange Program,Instagram,22–27 Age,69058,3605,672,383,211,"₹ 46,790","₹ 1,676,078",South India
2024-11-26,AD005,Semester Exchange Program,Instagram,22–27 Age,91853,6881,1240,672,277,"₹ 44,008","₹ 1,877,094",North India
2024-11-27,AD005,Semester Exchange Program,Instagram,17–21 Age,90600,5028,1186,602,308,"₹ 73,545","₹ 1,650,695",East India
2024-11-28,AD005,Semester Exchange Program,Instagram,22–27 Age,175761,5318,1233,657,374,"₹ 116,486","₹ 2,032,416",South India
2024-11-29,AD005,Semester Exchange Program,Instagram,22–27 Age,255808,20215,4403,2084,1238,"₹ 219,726","₹ 5,687,976",West India
2024-11-30,AD005,Semester Exchange Program,Instagram,22–27 Age,80454,5850,1090,544,298,"₹ 70,152","₹ 1,542,619",Pan India
2024-12-01,AD005,Semester Exchange Program,Instagram,17–21 Age,197437,15661,3170,2036,967,"₹ 127,000","₹ 3,380,862",East India
2024-12-02,AD005,Semester Exchange Program,Instagram,25–35 Age,89542,6519,1086,697,285,"₹ 60,866","₹ 1,813,988",East India
2024-12-03,AD005,Semester Exchange Program,Instagram,17–21 Age,264827,17541,3210,1832,918,"₹ 239,779","₹ 4,492,737",North India
2024-12-04,AD005,Semester Exchange Program,Instagram,25–35 Age,246484,15426,3748,2056,1100,"₹ 197,908","₹ 3,733,898",North India
2024-12-05,AD005,Semester Exchange Program,Instagram,22–27 Age,166847,6747,1403,818,471,"₹ 125,047","₹ 1,803,265",Pan India
2024-12-06,AD005,Semester Exchange Program,Instagram,17–21 Age,159764,8942,1411,644,294,"₹ 90,589","₹ 1,354,157",Pan India
2024-12-07,AD005,Semester Exchange Program,Instagram,22–27 Age,102163,5048,1064,661,327,"₹ 60,848","₹ 2,575,368",West India
2024-12-08,AD005,Semester Exchange Program,Instagram,25–35 Age,126853,7221,1286,797,398,"₹ 50,967","₹ 2,508,470",West India
2024-12-09,AD005,Semester Exchange Program,Instagram,25–35 Age,220003,12964,2716,1272,714,"₹ 149,925","₹ 5,270,433",East India
2024-12-10,AD005,Semester Exchange Program,Instagram,22–27 Age,201824,7307,1450,689,362,"₹ 150,906","₹ 1,905,071",Pan India
2024-12-11,AD005,Semester Exchange Program,Instagram,17–21 Age,250260,19853,3492,1798,784,"₹ 135,507","₹ 2,906,425",West India
2024-12-12,AD005,Semester Exchange Program,Instagram,25–35 Age,135664,4928,1186,699,396,"₹ 57,126","₹ 2,556,577",West India
2024-12-13,AD005,Semester Exchange Program,Instagram,25–35 Age,160397,9855,1850,945,509,"₹ 66,688","₹ 2,358,768",Pan India
2024-12-14,AD005,Semester Exchange Program,Instagram,22–27 Age,79723,3466,546,277,162,"₹ 45,008","₹ 714,695",Pan India
2024-12-15,AD005,Semester Exchange Program,Instagram,25–35 Age,152326,8620,2136,1366,558,"₹ 144,404","₹ 4,066,244",North India
2024-12-16,AD005,Semester Exchange Program,Instagram,25–35 Age,215008,12718,3010,1775,928,"₹ 185,495","₹ 5,966,829",North India
2024-12-17,AD005,Semester Exchange Program,Instagram,25–35 Age,226154,6787,1355,775,413,"₹ 127,284","₹ 3,048,286",East India
2024-12-18,AD005,Semester Exchange Program,Instagram,17–21 Age,65380,3622,886,466,197,"₹ 38,281","₹ 618,936",East India
2024-12-19,AD005,Semester Exchange Program,Instagram,22–27 Age,64816,4503,783,385,198,"₹ 36,917","₹ 1,292,747",South India
2024-12-20,AD005,Semester Exchange Program,Instagram,25–35 Age,129732,6744,1532,866,459,"₹ 59,861","₹ 3,616,448",North India
2024-12-21,AD005,Semester Exchange Program,Instagram,25–35 Age,191010,6685,1113,682,386,"₹ 84,243","₹ 2,143,081",East India
2024-12-22,AD005,Semester Exchange Program,Instagram,22–27 Age,68302,2222,383,243,139,"₹ 55,070","₹ 866,752",West India
2024-12-23,AD005,Semester Exchange Program,Instagram,22–27 Age,148429,6118,1413,782,344,"₹ 93,856","₹ 1,316,378",North India
2024-12-24,AD005,Semester Exchange Program,Instagram,22–27 Age,130005,7572,1183,758,342,"₹ 52,249","₹ 2,407,661",South India
2024-12-25,AD005,Semester Exchange Program,Instagram,25–35 Age,188671,14836,3690,2154,921,"₹ 187,239","₹ 5,745,146",West India
2024-12-26,AD005,Semester Exchange Program,Instagram,22–27 Age,210372,8399,1694,973,468,"₹ 119,551","₹ 3,244,204",South India
2024-12-27,AD005,Semester Exchange Program,Instagram,17–21 Age,242821,11287,2295,1202,698,"₹ 99,352","₹ 4,449,421",Pan India
2024-12-28,AD005,Semester Exchange Program,Instagram,22–27 Age,203553,16070,3160,1749,804,"₹ 85,165","₹ 4,136,750",West India
2024-12-29,AD005,Semester Exchange Program,Instagram,17–21 Age,76603,5356,1267,651,332,"₹ 45,530","₹ 1,938,587",West India
2024-12-30,AD005,Semester Exchange Program,Instagram,22–27 Age,170097,6950,1199,740,397,"₹ 123,129","₹ 2,422,517",South India
2024-12-31,AD005,Semester Exchange Program,Instagram,22–27 Age,131701,9179,1437,927,505,"₹ 59,393","₹ 3,247,013",Pan India
2025-01-01,AD003,Placements,LinkedIn,22–27 Age,279530,19894,3599,2203,1218,"₹ 273,390","₹ 8,583,247",South India
2025-01-02,AD003,Placements,LinkedIn,17–21 Age,107357,3850,660,404,170,"₹ 64,298","₹ 639,111",West India
2025-01-03,AD003,Placements,LinkedIn,25–35 Age,234568,11507,2233,1415,677,"₹ 228,210","₹ 3,116,135",West India
2025-01-04,AD003,Placements,LinkedIn,25–35 Age,118873,6602,1257,706,337,"₹ 88,250","₹ 1,510,928",West India
2025-01-05,AD003,Placements,LinkedIn,22–27 Age,65935,3337,635,299,144,"₹ 33,689","₹ 618,177",Pan India
2025-01-06,AD003,Placements,LinkedIn,25–35 Age,98052,5653,1278,620,365,"₹ 66,528","₹ 2,071,736",East India
2025-01-07,AD003,Placements,LinkedIn,22–27 Age,131378,7546,1518,715,293,"₹ 83,251","₹ 1,142,013",Pan India
2025-01-08,AD003,Placements,LinkedIn,22–27 Age,262420,14446,3479,2040,966,"₹ 119,192","₹ 6,335,109",West India
2025-01-09,AD003,Placements,LinkedIn,25–35 Age,153266,6717,1640,966,430,"₹ 153,150","₹ 2,013,145",Pan India
2025-01-10,AD003,Placements,LinkedIn,22–27 Age,70209,2239,511,331,185,"₹ 54,632","₹ 1,173,023",South India
2025-01-11,AD003,Placements,LinkedIn,22–27 Age,125823,6100,1244,598,263,"₹ 78,509","₹ 1,955,713",South India
2025-01-12,AD003,Placements,LinkedIn,25–35 Age,203716,6420,1047,499,199,"₹ 165,278","₹ 840,798",West India
2025-01-13,AD003,Placements,LinkedIn,22–27 Age,146482,4711,931,572,338,"₹ 141,930","₹ 2,174,372",North India
2025-01-14,AD003,Placements,LinkedIn,22–27 Age,266480,8507,1449,740,346,"₹ 179,057","₹ 2,625,758",Pan India
2025-01-15,AD003,Placements,LinkedIn,22–27 Age,119877,5157,853,489,196,"₹ 55,662","₹ 601,880",East India
2025-01-16,AD003,Placements,LinkedIn,25–35 Age,258617,11130,2706,1265,634,"₹ 220,389","₹ 3,969,228",East India
2025-01-17,AD003,Placements,LinkedIn,25–35 Age,286009,20719,3174,1988,1183,"₹ 159,981","₹ 5,016,567",North India
2025-01-18,AD003,Placements,LinkedIn,22–27 Age,143217,6695,1166,607,327,"₹ 67,854","₹ 1,547,241",South India
2025-01-19,AD003,Placements,LinkedIn,22–27 Age,72167,3593,602,351,197,"₹ 70,366","₹ 1,134,509",East India
2025-01-20,AD003,Placements,LinkedIn,22–27 Age,239490,16490,2821,1500,857,"₹ 231,253","₹ 2,591,071",Pan India
2025-01-21,AD003,Placements,LinkedIn,22–27 Age,114858,8995,2140,1042,585,"₹ 109,054","₹ 3,742,052",Pan India
2025-01-22,AD003,Placements,LinkedIn,25–35 Age,287469,15650,3709,1899,784,"₹ 253,283","₹ 2,874,025",West India
2025-01-23,AD003,Placements,LinkedIn,22–27 Age,160382,12822,2675,1467,670,"₹ 98,851","₹ 3,011,981",Pan India
2025-01-24,AD003,Placements,LinkedIn,22–27 Age,87341,6016,1290,669,315,"₹ 35,139","₹ 2,092,169",East India
2025-01-25,AD003,Placements,LinkedIn,22–27 Age,184938,6118,1450,865,478,"₹ 132,227","₹ 1,439,934",North India
2025-01-26,AD003,Placements,LinkedIn,22–27 Age,63670,3261,779,463,260,"₹ 57,921","₹ 1,810,451",North India
2025-01-27,AD003,Placements,LinkedIn,17–21 Age,182711,13431,2341,1427,816,"₹ 123,017","₹ 5,356,819",North India
2025-01-28,AD003,Placements,LinkedIn,17–21 Age,228212,18002,4371,2526,1404,"₹ 140,065","₹ 6,510,696",South India
2025-01-29,AD003,Placements,LinkedIn,25–35 Age,258910,20306,3105,1415,615,"₹ 196,117","₹ 4,520,782",East India
2025-01-30,AD003,Placements,LinkedIn,17–21 Age,90143,2803,540,314,175,"₹ 40,657","₹ 1,007,449",Pan India
2025-01-31,AD003,Placements,LinkedIn,22–27 Age,85144,3382,587,296,155,"₹ 42,903","₹ 564,840",Pan India
2025-02-01,AD003,Placements,LinkedIn,25–35 Age,247492,18132,4384,2710,1613,"₹ 189,072","₹ 6,367,802",East India
2025-02-02,AD003,Placements,LinkedIn,25–35 Age,131901,8460,1385,816,412,"₹ 123,943","₹ 2,536,624",East India
2025-02-03,AD003,Placements,LinkedIn,25–35 Age,228466,8425,1286,782,385,"₹ 169,210","₹ 1,194,708",East India
2025-02-04,AD003,Placements,LinkedIn,17–21 Age,224736,14914,3722,2167,1264,"₹ 217,968","₹ 3,957,313",West India
2025-02-05,AD003,Placements,LinkedIn,25–35 Age,169022,13204,3261,1590,892,"₹ 147,597","₹ 2,727,577",West India
2025-02-06,AD003,Placements,LinkedIn,17–21 Age,171440,12089,2871,1782,734,"₹ 118,812","₹ 2,681,533",North India
2025-02-07,AD003,Placements,LinkedIn,25–35 Age,157459,9897,2312,1209,650,"₹ 142,697","₹ 2,825,372",North India
2025-02-08,AD003,Placements,LinkedIn,22–27 Age,65423,3275,709,417,179,"₹ 31,628","₹ 642,831",Pan India
2025-02-09,AD003,Placements,LinkedIn,25–35 Age,194699,6867,1321,634,310,"₹ 138,100","₹ 2,251,051",East India
2025-02-10,AD003,Placements,LinkedIn,17–21 Age,258921,15451,3155,1580,846,"₹ 123,849","₹ 2,990,117",South India
2025-02-11,AD003,Placements,LinkedIn,22–27 Age,127232,9034,1736,1112,517,"₹ 111,617","₹ 3,367,905",East India
2025-02-12,AD003,Placements,LinkedIn,17–21 Age,183701,10838,1745,807,469,"₹ 163,800","₹ 2,978,653",Pan India
2025-02-13,AD003,Placements,LinkedIn,17–21 Age,61637,4452,790,460,264,"₹ 35,763","₹ 1,837,128",South India
2025-02-14,AD003,Placements,LinkedIn,17–21 Age,115475,6434,1594,911,456,"₹ 55,075","₹ 1,536,942",East India
2025-02-15,AD003,Placements,LinkedIn,17–21 Age,242487,10557,1644,940,476,"₹ 137,455","₹ 2,658,068",North India
2025-02-16,AD003,Placements,LinkedIn,25–35 Age,236585,7923,1495,848,467,"₹ 129,801","₹ 3,083,696",East India
2025-02-17,AD003,Placements,LinkedIn,22–27 Age,109605,8284,1935,1132,663,"₹ 61,086","₹ 2,830,035",Pan India
2025-02-18,AD003,Placements,LinkedIn,17–21 Age,59185,4390,1044,588,283,"₹ 39,768","₹ 1,548,093",North India
2025-02-19,AD003,Placements,LinkedIn,17–21 Age,183593,5650,1015,541,288,"₹ 78,874","₹ 867,565",Pan India
2025-02-20,AD003,Placements,LinkedIn,22–27 Age,115658,6141,1182,685,302,"₹ 81,668","₹ 2,031,836",South India
2025-02-21,AD003,Placements,LinkedIn,25–35 Age,125536,6373,1242,763,414,"₹ 81,484","₹ 3,091,571",South India
2025-02-22,AD003,Placements,LinkedIn,25–35 Age,279784,19574,4822,2939,1343,"₹ 143,229","₹ 6,633,392",North India
2025-02-23,AD003,Placements,LinkedIn,22–27 Age,141610,8320,1667,1053,595,"₹ 71,547","₹ 4,297,340",South India
2025-02-24,AD003,Placements,LinkedIn,25–35 Age,145064,7505,1364,661,346,"₹ 74,278","₹ 1,181,975",South India
2025-02-25,AD003,Placements,LinkedIn,17–21 Age,298028,20642,4696,2781,1630,"₹ 284,889","₹ 11,577,296",East India
2025-02-26,AD003,Placements,LinkedIn,22–27 Age,82925,5003,1088,544,317,"₹ 49,214","₹ 2,410,737",East India
2025-02-27,AD003,Placements,LinkedIn,22–27 Age,113983,4651,940,445,184,"₹ 79,831","₹ 692,151",North India
2025-02-28,AD003,Placements,LinkedIn,25–35 Age,103093,3235,665,347,181,"₹ 70,780","₹ 1,258,576",North India
2025-03-01,AD003,Placements,LinkedIn,17–21 Age,53653,2463,459,282,149,"₹ 37,105","₹ 1,030,119",East India
2025-03-02,AD003,Placements,LinkedIn,17–21 Age,231442,13709,2805,1555,749,"₹ 207,424","₹ 4,028,445",West India
2025-03-03,AD003,Placements,LinkedIn,25–35 Age,134246,8250,1329,727,429,"₹ 78,290","₹ 2,346,719",West India
2025-03-04,AD003,Placements,LinkedIn,17–21 Age,131176,5409,1273,750,449,"₹ 67,190","₹ 3,326,521",South India
2025-03-05,AD003,Placements,LinkedIn,25–35 Age,75507,4191,800,373,220,"₹ 68,079","₹ 1,653,603",South India
2025-03-06,AD003,Placements,LinkedIn,22–27 Age,188977,11714,2647,1690,798,"₹ 113,365","₹ 5,029,868",East India
2025-03-07,AD003,Placements,LinkedIn,22–27 Age,252677,9888,1997,964,578,"₹ 105,631","₹ 3,700,569",North India
2025-03-08,AD003,Placements,LinkedIn,17–21 Age,146366,8269,1633,979,429,"₹ 108,116","₹ 2,625,145",East India
2025-03-09,AD003,Placements,LinkedIn,25–35 Age,134757,6182,1265,682,294,"₹ 74,427","₹ 1,368,571",West India
2025-03-10,AD003,Placements,LinkedIn,22–27 Age,258417,18909,4020,2269,1059,"₹ 140,622","₹ 7,367,765",North India
2025-03-11,AD003,Placements,LinkedIn,22–27 Age,209874,11904,2886,1634,908,"₹ 156,283","₹ 4,945,753",Pan India
2025-03-12,AD003,Placements,LinkedIn,17–21 Age,142999,4752,762,444,200,"₹ 92,319","₹ 795,253",Pan India
2025-03-13,AD003,Placements,LinkedIn,17–21 Age,250958,19914,4316,2505,1303,"₹ 101,671","₹ 4,200,194",Pan India
2025-03-14,AD003,Placements,LinkedIn,22–27 Age,286615,14860,3405,1582,809,"₹ 174,371","₹ 6,056,441",North India
2025-03-15,AD003,Placements,LinkedIn,17–21 Age,184520,9112,2248,1022,476,"₹ 93,561","₹ 2,941,653",North India
2025-03-16,AD003,Placements,LinkedIn,22–27 Age,143329,8242,2029,1135,533,"₹ 135,105","₹ 2,328,048",Pan India
2025-03-17,AD003,Placements,LinkedIn,17–21 Age,265195,10327,2049,1182,589,"₹ 179,629","₹ 4,703,748",South India
2025-03-18,AD003,Placements,LinkedIn,17–21 Age,122661,9777,2435,1113,594,"₹ 87,088","₹ 4,550,063",South India
2025-03-19,AD003,Placements,LinkedIn,25–35 Age,256063,19097,2939,1547,914,"₹ 201,254","₹ 5,172,876",East India
2025-03-20,AD003,Placements,LinkedIn,22–27 Age,107546,4153,907,465,194,"₹ 97,758","₹ 602,707",West India
2025-03-21,AD003,Placements,LinkedIn,25–35 Age,171811,7500,1283,812,351,"₹ 97,293","₹ 2,485,360",Pan India
2025-03-22,AD003,Placements,LinkedIn,25–35 Age,299755,10495,1933,948,547,"₹ 136,255","₹ 3,682,669",East India
2025-03-23,AD003,Placements,LinkedIn,25–35 Age,196757,9869,2126,1008,595,"₹ 188,439","₹ 4,032,011",North India
2025-03-24,AD003,Placements,LinkedIn,22–27 Age,99084,7882,1585,875,446,"₹ 56,260","₹ 3,403,229",Pan India
2025-03-25,AD003,Placements,LinkedIn,22–27 Age,151038,4667,856,417,238,"₹ 81,008","₹ 1,443,401",Pan India
2025-03-26,AD003,Placements,LinkedIn,22–27 Age,261569,10863,2582,1521,869,"₹ 245,885","₹ 3,687,397",Pan India
2025-03-27,AD003,Placements,LinkedIn,22–27 Age,242681,16801,3043,1834,1029,"₹ 237,908","₹ 7,686,272",Pan India
2025-03-28,AD003,Placements,LinkedIn,17–21 Age,141344,6626,1362,827,451,"₹ 134,142","₹ 1,833,932",South India
2025-03-29,AD003,Placements,LinkedIn,22–27 Age,229820,11047,2019,1120,565,"₹ 204,935","₹ 2,057,875",East India
2025-03-30,AD003,Placements,LinkedIn,25–35 Age,67576,2896,633,348,156,"₹ 59,665","₹ 761,452",North India
2025-03-31,AD003,Placements,LinkedIn,22–27 Age,203412,13404,3282,1607,645,"₹ 201,829","₹ 2,389,204",North India
2025-04-01,AD003,Placements,LinkedIn,22–27 Age,188004,6449,1209,590,328,"₹ 130,079","₹ 1,460,236",West India
2025-04-02,AD003,Placements,LinkedIn,22–27 Age,126338,5512,1277,670,387,"₹ 68,198","₹ 1,772,957",Pan India
2025-04-03,AD003,Placements,LinkedIn,22–27 Age,183191,6099,1415,770,397,"₹ 74,337","₹ 1,467,961",North India
2025-04-04,AD003,Placements,LinkedIn,22–27 Age,84849,3217,556,340,176,"₹ 58,482","₹ 1,379,402",Pan India
2025-04-05,AD003,Placements,LinkedIn,25–35 Age,197504,8509,1516,789,455,"₹ 104,867","₹ 3,305,229",Pan India
2025-04-06,AD003,Placements,LinkedIn,25–35 Age,69154,4707,1042,628,284,"₹ 35,917","₹ 1,254,290",West India
2025-04-07,AD003,Placements,LinkedIn,22–27 Age,289761,22640,4750,2972,1259,"₹ 178,162","₹ 4,800,374",Pan India
2025-04-08,AD003,Placements,LinkedIn,22–27 Age,110803,4456,876,468,219,"₹ 101,062","₹ 951,963",North India
2025-04-09,AD003,Placements,LinkedIn,22–27 Age,239425,15902,2926,1870,851,"₹ 148,343","₹ 5,872,468",North India
2025-04-10,AD003,Placements,LinkedIn,17–21 Age,70240,5540,925,577,307,"₹ 40,196","₹ 1,662,472",South India
2025-04-11,AD003,Placements,LinkedIn,25–35 Age,138678,6834,1173,590,294,"₹ 98,500","₹ 1,157,268",East India
2025-04-12,AD003,Placements,LinkedIn,22–27 Age,263247,19300,3627,2251,1126,"₹ 214,029","₹ 8,518,494",West India
2025-04-13,AD003,Placements,LinkedIn,17–21 Age,171458,10003,1964,1248,648,"₹ 93,165","₹ 4,778,047",East India
2025-04-14,AD003,Placements,LinkedIn,22–27 Age,172696,13622,2087,1215,682,"₹ 172,286","₹ 4,380,214",North India
2025-04-15,AD003,Placements,LinkedIn,17–21 Age,254916,18774,2891,1575,935,"₹ 166,573","₹ 5,819,811",Pan India
2025-04-16,AD003,Placements,LinkedIn,17–21 Age,297311,12824,2266,1065,566,"₹ 177,196","₹ 4,455,321",South India
2025-04-17,AD003,Placements,LinkedIn,22–27 Age,187876,14537,3326,1964,1057,"₹ 100,656","₹ 4,478,373",Pan India
2025-04-18,AD003,Placements,LinkedIn,17–21 Age,286470,17503,2821,1744,734,"₹ 214,087","₹ 2,364,929",South India
2025-04-19,AD003,Placements,LinkedIn,22–27 Age,162404,11970,2624,1217,633,"₹ 107,824","₹ 4,731,469",Pan India
2025-04-20,AD003,Placements,LinkedIn,25–35 Age,70773,2354,502,320,137,"₹ 37,945","₹ 641,297",South India
2025-04-21,AD003,Placements,LinkedIn,25–35 Age,92159,7283,1706,985,420,"₹ 83,018","₹ 3,155,987",West India
2025-04-22,AD003,Placements,LinkedIn,17–21 Age,214210,12044,2322,1116,510,"₹ 92,410","₹ 4,047,072",East India
2025-04-23,AD003,Placements,LinkedIn,17–21 Age,89597,3957,914,497,220,"₹ 56,902","₹ 917,613",East India
2025-04-24,AD003,Placements,LinkedIn,22–27 Age,219815,15931,2530,1544,888,"₹ 106,057","₹ 6,164,864",Pan India
2025-04-25,AD003,Placements,LinkedIn,17–21 Age,155800,6865,1272,765,363,"₹ 69,361","₹ 1,831,892",East India
2025-04-26,AD003,Placements,LinkedIn,25–35 Age,78865,2545,595,378,152,"₹ 70,156","₹ 1,136,109",Pan India
2025-04-27,AD003,Placements,LinkedIn,25–35 Age,106441,7731,1827,1072,449,"₹ 93,060","₹ 1,626,664",Pan India
2025-04-28,AD003,Placements,LinkedIn,22–27 Age,108582,6075,1445,861,472,"₹ 61,992","₹ 2,863,429",South India
2025-04-29,AD003,Placements,LinkedIn,22–27 Age,203313,15538,2353,1144,655,"₹ 145,045","₹ 4,987,054",West India
2025-04-30,AD003,Placements,LinkedIn,25–35 Age,220384,8142,1402,907,369,"₹ 152,035","₹ 2,102,560",Pan India
2025-05-01,AD002,MBA Admission,Facebook,21–35 Age,240139,11309,1987,1165,696,"₹ 180,456","₹ 4,208,818",Pan India
2025-05-01,AD003,Placements,LinkedIn,22–27 Age,289903,22942,4003,2536,1136,"₹ 276,282","₹ 6,468,438",East India
2025-05-02,AD002,MBA Admission,Facebook,21–35 Age,145953,6934,1681,974,435,"₹ 80,170","₹ 2,531,629",West India
2025-05-02,AD003,Placements,LinkedIn,17–21 Age,224774,8087,1510,927,437,"₹ 144,247","₹ 2,806,122",Pan India
2025-05-03,AD002,MBA Admission,Facebook,21–35 Age,125764,4601,978,630,302,"₹ 67,772","₹ 2,349,380",North India
2025-05-03,AD003,Placements,LinkedIn,22–27 Age,283215,9156,1720,956,382,"₹ 274,488","₹ 1,491,751",East India
2025-05-04,AD002,MBA Admission,Facebook,21–35 Age,254360,11109,2734,1480,668,"₹ 226,645","₹ 2,792,260",North India
2025-05-04,AD003,Placements,LinkedIn,25–35 Age,67770,4813,744,355,155,"₹ 62,523","₹ 1,032,514",South India
2025-05-05,AD002,MBA Admission,Facebook,21–35 Age,208578,12706,2381,1311,655,"₹ 116,823","₹ 2,987,312",West India
2025-05-05,AD003,Placements,LinkedIn,22–27 Age,104892,8197,1255,616,347,"₹ 51,519","₹ 2,149,275",East India
2025-05-06,AD002,MBA Admission,Facebook,21–35 Age,174201,12488,2889,1838,796,"₹ 133,968","₹ 4,993,434",West India
2025-05-06,AD003,Placements,LinkedIn,22–27 Age,204932,9551,2028,1175,688,"₹ 119,604","₹ 2,530,464",South India
2025-05-07,AD002,MBA Admission,Facebook,21–35 Age,281251,18428,4606,2913,1585,"₹ 223,350","₹ 7,253,636",Pan India
2025-05-07,AD003,Placements,LinkedIn,22–27 Age,126647,7408,1738,883,464,"₹ 97,271","₹ 1,785,615",Pan India
2025-05-08,AD002,MBA Admission,Facebook,21–35 Age,97979,3175,583,301,168,"₹ 58,564","₹ 529,564",East India
2025-05-08,AD003,Placements,LinkedIn,25–35 Age,154994,5796,1347,863,431,"₹ 121,039","₹ 2,196,417",South India
2025-05-09,AD002,MBA Admission,Facebook,21–35 Age,258980,19662,3598,1763,758,"₹ 228,072","₹ 4,909,074",North India
2025-05-09,AD003,Placements,LinkedIn,22–27 Age,108431,6177,1134,595,240,"₹ 100,524","₹ 897,404",East India
2025-05-10,AD002,MBA Admission,Facebook,21–35 Age,51259,3592,541,312,131,"₹ 24,424","₹ 722,680",Pan India
2025-05-10,AD003,Placements,LinkedIn,22–27 Age,128908,5068,994,535,273,"₹ 101,892","₹ 1,320,648",Pan India
